note,velocity,position,duration
54,68,41886,109
59,68,42002,109
54,68,42119,114
46,73,42242,130
68,86,42242,728
73,86,42242,728
80,100,42242,728
53,68,42379,109
58,68,42496,109
53,68,42613,114
61,69,42734,114
53,68,42855,108
58,68,42970,110
70,81,42970,117
82,95,42970,117
53,68,43087,115
70,87,43087,598
73,101,43087,598
46,71,43210,116
53,68,43333,108
58,68,43449,109
53,66,43565,113
46,67,43685,114
73,88,43685,150
53,66,43806,109
71,87,43845,145
58,66,43922,109
70,87,44000,150
53,66,44039,114
44,71,44162,130
66,84,44162,239
71,98,44162,253
51,66,44299,109
56,66,44415,110
71,87,44415,110
51,66,44533,114
66,79,44533,596
78,89,44533,596
59,67,44654,114
51,66,44775,108
56,66,44891,109
51,66,45007,115
44,69,45129,117
78,86,45129,476
90,100,45129,476
51,66,45253,108
56,66,45369,109
51,66,45485,113
44,72,45605,114
80,84,45605,475
92,98,45605,475
51,71,45726,109
56,71,45842,109
51,71,45959,114
38,85,46082,130
81,88,46082,728
85,88,46082,728
93,102,46082,728
45,70,46219,109
50,70,46336,109
54,70,46453,114
57,71,46574,114
61,70,46695,354
66,83,46810,239
78,98,46810,239
38,83,47049,117
66,81,47049,225
71,81,47049,225
78,95,47049,239
45,81,47173,108
50,81,47288,110
64,75,47288,223
76,89,47288,237
54,81,47405,113
57,82,47525,114
66,76,47525,223
78,90,47525,237
61,81,47646,354
68,75,47762,223
80,89,47762,238
34,71,48002,1918
46,87,48002,1918
70,80,48002,728
75,80,48002,728
82,94,48002,728
60,88,48730,73
62,88,48808,73
63,88,48886,79
65,91,48970,79
67,88,49054,73
68,88,49132,72
70,88,49209,72
72,88,49286,73
74,88,49364,76
75,89,49446,76
77,88,49527,73
79,88,49605,72
80,88,49682,73
82,88,49760,72
84,88,49838,77
37,88,49922,137
49,103,49922,137
73,89,49922,137
78,89,49922,137
85,99,49922,137
37,83,50059,116
49,94,50059,116
73,84,50059,116
78,84,50059,116
85,94,50059,116
37,83,50175,117
49,94,50175,117
73,84,50175,117
78,84,50175,117
85,94,50175,117
37,83,50292,115
49,98,50292,122
73,84,50292,115
78,95,50292,115
85,90,50292,122
25,79,50651,116
37,97,50651,116
73,84,50651,116
77,95,50651,116
80,95,50651,116
85,90,50651,116
25,79,50767,122
37,93,50767,122
73,84,50767,122
77,84,50767,122
80,84,50767,122
85,94,50767,122
25,82,50889,124
37,96,50889,124
73,87,50889,124
77,87,50889,124
80,87,50889,124
85,97,50889,124
25,79,51013,108
37,93,51013,108
73,84,51013,108
77,95,51013,108
80,95,51013,108
85,90,51013,115
73,88,51366,352
85,102,51366,352
71,87,51718,115
83,101,51718,122
47,86,51842,130
70,92,51842,728
75,92,51842,728
82,106,51842,728
54,81,51979,109
59,81,52096,109
54,81,52213,114
63,82,52334,114
54,81,52455,108
59,81,52570,110
68,87,52570,110
80,101,52570,117
54,81,52687,115
70,87,52687,835
75,87,52687,835
82,101,52687,835
47,84,52810,116
54,81,52933,108
59,81,53049,109
54,81,53165,113
47,82,53286,113
54,81,53406,109
59,81,53522,109
83,95,53522,109
54,81,53639,114
82,95,53639,55
83,95,53698,58
46,86,53762,130
82,100,53762,845
53,81,53899,109
58,81,54016,109
53,81,54133,114
61,82,54254,114
53,81,54375,108
58,81,54491,109
53,81,54607,115
73,95,54607,122
46,84,54729,117
73,90,54729,713
85,104,54729,713
53,81,54853,108
58,81,54969,109
53,81,55085,113
46,82,55206,113
53,81,55326,109
58,81,55442,109
80,95,55442,109
53,81,55559,114
78,95,55559,55
80,95,55618,58
44,86,55682,130
71,103,55682,728
78,98,55682,728
51,81,55819,109
56,81,55936,109
51,81,56053,114
61,82,56174,114
51,81,56295,108
56,81,56410,110
66,98,56410,117
78,93,56410,117
51,81,56527,115
66,87,56527,122
78,97,56527,122
37,90,56649,356
49,105,56649,356
66,90,56649,225
78,104,56649,239
63,73,56888,110
75,101,56888,117
38,87,57005,241
50,102,57005,241
65,87,57005,241
77,101,57005,241
38,87,57246,218
50,102,57246,232
65,87,57246,218
77,101,57246,232
39,87,57478,494
51,102,57478,494
66,87,57478,852
78,101,57478,852
51,82,57972,115
58,83,58094,114
63,82,58215,108
65,82,58330,225
78,86,58330,110
90,100,58330,117
80,86,58447,115
92,100,58447,122
39,80,58569,951
51,95,58569,951
82,89,58569,225
94,103,58569,239
83,86,58808,110
95,100,58808,117
82,86,58925,227
94,100,58925,241
80,86,59166,218
92,100,59166,232
70,94,59398,122
47,86,59522,130
70,91,59522,728
75,91,59522,728
82,105,59522,728
54,81,59659,109
59,81,59776,109
54,81,59893,114
63,82,60014,114
54,81,60135,108
59,81,60250,110
71,86,60250,110
83,100,60250,117
54,81,60367,115
68,86,60367,1073
80,100,60367,1073
47,84,60490,116
54,81,60613,108
59,81,60729,109
54,81,60845,113
47,82,60966,113
54,81,61086,109
59,81,61202,109
54,81,61319,114
46,86,61442,130
68,91,61442,728
73,91,61442,728
80,105,61442,728
53,81,61579,109
58,81,61696,109
53,81,61813,114
50,82,61934,114
57,81,62055,108
62,81,62170,110
70,86,62170,110
82,100,62170,117
57,81,62287,115
66,82,62287,598
78,96,62287,598
51,84,62410,116
58,81,62533,108
63,81,62649,109
58,81,62765,113
49,82,62885,114
73,101,62885,150
56,81,63006,109
71,100,63045,145
61,76,63122,223
70,100,63200,150
42,86,63362,130
66,97,63362,239
71,111,63362,253
49,81,63499,109
54,81,63615,110
71,100,63615,110
61,100,63733,828
66,92,63733,596
78,102,63733,596
58,87,64329,117
61,92,64453,108
65,92,64569,109
68,92,64685,113
70,93,64806,113
73,92,64926,109
77,92,65042,109
80,92,65159,114
38,94,65282,967
50,109,65282,967
69,97,65282,728
73,97,65282,728
81,111,65282,728
78,90,66010,110
90,104,66010,117
80,90,66127,115
92,104,66127,122
26,88,66249,476
38,106,66249,476
81,93,66249,225
93,107,66249,239
83,90,66488,110
95,104,66488,117
81,90,66605,227
93,104,66605,241
28,87,66725,475
40,104,66725,475
80,90,66846,109
92,104,66846,116
78,90,66962,223
82,90,66962,223
90,104,66962,238
30,86,67202,1918
42,104,67202,1918
54,90,67202,1918
61,90,67202,1918
66,104,67202,1918
