note,velocity,position,duration
69,110,128161,1194
81,110,129601,609
69,110,129601,609
71,110,130081,777
67,110,130081,777
79,110,130081,777
79,110,131041,267
67,110,131041,267
79,110,131521,327
67,110,131521,327
76,110,132001,402
64,110,132001,402
79,110,132481,231
67,110,132481,231
76,110,132961,243
64,110,132961,243
81,110,133441,246
69,110,133441,246
79,110,134401,498
67,110,134401,498
76,110,134881,400
64,110,134881,471
76,110,135361,513
71,110,135361,513
83,110,135361,513
81,110,135841,885
69,110,135841,885
81,110,137281,576
69,110,137281,576
71,110,137761,669
67,110,137761,669
79,110,137761,669
79,110,138721,507
67,110,138721,507
81,110,139201,459
69,110,139201,459
79,110,139681,486
67,110,139681,486
86,110,140161,540
74,110,140161,540
83,110,140641,579
71,110,140641,579
81,110,141121,537
69,110,141121,537
79,110,141601,528
67,110,141601,528
81,110,142081,537
69,110,142081,537
79,110,142561,2052
72,110,142561,2052
67,110,142561,2052
76,110,144961,498
64,110,144961,498
79,110,145441,510
67,110,145441,510
78,110,145921,315
71,110,145921,315
75,110,145921,315
83,110,145921,315
78,110,146401,222
71,110,146401,222
75,110,146401,222
83,110,146401,222
78,110,146881,960
71,110,146881,960
75,110,146881,960
83,110,146881,960
83,110,148801,489
71,110,148801,489
86,110,149281,528
74,110,149281,528
88,110,149761,468
76,110,149761,468
86,110,150241,519
74,110,150241,519
88,110,150721,591
76,110,150721,591
88,110,151681,516
83,110,151681,516
76,110,151681,516
79,110,151681,516
86,110,152161,522
74,110,152161,522
88,110,152641,138
76,110,152641,138
88,110,153121,549
76,110,153121,549
86,110,153601,1083
79,110,153601,1083
83,110,153601,1083
91,110,153601,1083
90,110,154561,402
78,110,154561,402
86,110,155041,1035
74,110,155041,1035
88,110,156001,810
76,110,156001,810
76,110,157441,546
88,110,157441,546
86,110,157921,474
74,110,157921,474
88,110,158401,600
76,110,158401,600
88,110,159361,498
84,110,159361,546
76,110,159361,498
79,110,159361,546
86,110,159841,546
74,110,159841,546
88,110,160321,162
76,110,160321,162
88,110,160801,537
76,110,160801,537
87,110,161281,393
75,110,161281,393
87,110,161761,400
75,110,161761,400
87,110,162241,400
75,110,162241,400
88,110,162721,588
76,110,162721,588
90,110,163201,1005
78,110,163201,1005
87,110,164161,549
75,110,164161,549
88,110,165121,504
76,110,165121,504
86,110,165601,543
74,110,165601,543
88,110,166081,492
76,110,166081,492
88,110,167041,567
