note,velocity,position,duration
59,63,105484,1011
79,67,106500,511
40,66,106500,511
76,62,107042,477
47,62,107042,477
79,63,107550,474
52,63,107550,474
81,62,108055,479
47,62,108055,479
76,57,108395,649
79,57,108480,594
83,71,108565,509
43,65,108565,479
81,62,109075,474
50,62,109075,474
79,63,109580,1011
55,63,109580,474
50,62,110085,476
71,59,110426,681
76,59,110511,596
83,73,110596,541
36,65,110596,511
69,54,111138,477
81,68,111138,507
43,62,111138,477
67,55,111646,1014
79,69,111646,1014
48,63,111646,474
52,62,112151,479
71,57,112491,649
74,57,112576,564
83,71,112661,509
43,65,112661,479
69,54,113171,474
81,68,113171,504
50,62,113171,474
67,55,113676,1011
79,69,113676,1011
55,63,113676,1011
67,72,114692,1049
79,82,114692,1049
36,70,114692,511
43,86,114692,541
48,75,115234,477
67,68,115742,474
79,82,115742,504
55,76,115742,474
71,67,116247,1524
83,81,116247,1524
60,75,116247,479
64,78,116757,479
55,75,117267,474
67,68,117772,1011
79,82,117772,1011
48,76,117772,1011
66,72,118788,511
78,86,118788,541
38,79,118788,511
67,67,119330,1012
79,81,119330,1012
45,75,119330,477
50,76,119838,474
71,67,120343,1524
76,67,120343,1524
83,81,120343,1524
54,75,120343,479
57,78,120853,479
62,75,121363,1516
66,68,121868,1011
78,82,121868,1011
67,67,122884,4091
71,67,122884,4091
79,81,122884,4091
43,80,122884,511
50,75,123426,477
55,76,123934,474
57,75,124439,479
59,78,124949,479
57,75,125459,474
55,76,125964,474
50,75,126469,476
43,80,126980,511
50,75,127522,477
55,76,128030,474
59,75,128535,509
67,78,129045,400
55,70,129045,400
59,70,129045,400
62,84,129045,400
31,65,130060,397
43,82,130060,397
67,85,131076,790
79,99,131076,790
24,79,131076,790
36,97,131076,790
62,80,131867,763
74,94,131867,763
43,88,131867,763
67,80,132631,479
79,94,132631,509
36,78,132631,479
48,94,132631,509
71,83,133141,757
83,97,133141,757
52,91,133141,757
69,80,133899,761
81,94,133899,761
43,88,133899,1238
67,80,134661,506
79,94,134661,506
67,85,135172,790
79,99,135172,790
31,82,135172,790
38,98,135172,790
62,80,135963,763
74,94,135963,763
43,88,135963,763
67,80,136727,479
79,94,136727,509
50,88,136727,479
71,83,137237,757
83,97,137237,757
55,91,137237,757
69,80,137995,761
81,94,137995,761
50,88,137995,761
67,80,138757,506
79,94,138757,506
43,88,138757,476
67,85,139268,790
79,99,139268,790
38,92,139268,790
62,80,140059,763
74,94,140059,763
45,88,140059,763
71,80,140823,479
83,94,140823,509
50,88,140823,479
72,83,141333,757
84,97,141333,757
54,91,141333,757
71,80,142091,761
83,94,142091,761
45,88,142091,761
67,80,142853,476
79,94,142853,506
50,88,142853,476
69,85,143364,790
81,99,143364,790
40,92,143364,790
67,80,144155,763
79,94,144155,763
47,88,144155,763
66,80,144919,479
78,94,144919,509
52,88,144919,479
67,83,145429,1014
79,97,145429,1014
55,91,145429,479
47,88,145939,474
79,89,146444,241
40,88,146444,1011
78,88,146701,232
74,88,146949,232
69,88,147197,243
67,85,147460,790
79,99,147460,790
36,91,147460,790
62,80,148251,763
74,94,148251,763
48,88,148251,763
67,80,149015,479
79,94,149015,509
55,88,149015,479
71,83,149525,757
83,97,149525,757
60,91,149525,757
69,80,150283,761
81,94,150283,761
55,88,150283,1268
67,80,151045,506
79,94,151045,506
67,85,151556,790
79,99,151556,790
43,93,151556,790
62,80,152347,763
74,94,152347,763
50,88,152347,763
71,80,153111,479
83,94,153111,509
55,88,153111,479
67,83,153621,1014
79,97,153621,1014
59,91,153621,479
50,88,154131,474
62,81,154636,1011
74,95,154636,1011
43,89,154636,1011
74,80,155652,4091
79,80,155652,4091
86,94,155652,4091
38,92,155652,511
45,88,156194,477
50,89,156702,474
54,88,157207,479
57,91,157717,479
62,88,158227,474
57,89,158732,474
54,88,159237,476
66,85,159748,435
78,99,159748,435
40,84,159748,435
52,95,159748,435
67,81,160798,400
79,95,160798,400
40,80,160798,400
52,91,160798,400
74,83,161813,479
86,97,161813,509
40,82,161813,400
52,97,161813,400
67,80,162323,197
79,94,162323,197
67,81,162828,397
79,91,162828,397
28,77,162828,397
40,94,162828,397
67,85,163844,511
79,99,163844,541
24,79,163844,511
36,97,163844,541
64,80,164386,477
76,94,164386,507
43,88,164386,477
67,81,164894,474
79,95,164894,504
48,89,164894,474
69,80,165399,479
81,94,165399,509
43,88,165399,479
71,83,165909,479
83,97,165909,509
38,90,165909,479
69,80,166419,474
81,94,166419,504
45,88,166419,474
67,81,166924,474
79,95,166924,504
50,89,166924,1011
64,80,167429,476
76,94,167429,506
67,85,167940,511
79,99,167940,541
40,92,167940,1049
64,80,168482,477
76,94,168482,507
74,81,168990,1014
86,95,168990,1014
30,77,168990,1014
42,95,168990,1014
67,83,170005,1014
79,97,170005,1014
31,80,170005,479
43,97,170005,509
50,88,170515,474
55,89,171020,474
59,88,171525,476
67,85,172036,511
79,99,172036,541
36,83,172036,511
48,99,172036,541
64,80,172578,477
76,94,172578,507
55,88,172578,477
67,81,173086,474
79,95,173086,504
60,89,173086,474
69,80,173591,479
81,94,173591,509
55,88,173591,479
71,83,174101,509
83,97,174101,509
38,90,174101,479
71,80,174611,474
83,94,174611,504
45,88,174611,474
69,81,175116,474
81,95,175116,504
50,89,175116,474
67,80,175621,506
79,94,175621,506
45,88,175621,476
67,85,176132,1554
74,96,176132,1554
79,91,176132,1554
43,93,176132,511
50,88,176674,477
55,89,177182,474
67,88,177687,232
59,88,177687,479
69,88,177935,246
71,91,178197,247
43,91,178197,479
67,88,178460,231
69,88,178707,232
50,88,178707,474
67,88,178955,241
74,89,179212,241
43,89,179212,1011
72,88,179469,232
71,88,179717,232
69,88,179965,243
67,85,180228,511
79,99,180228,541
36,91,180228,511
64,80,180770,477
76,94,180770,507
48,88,180770,477
67,81,181278,474
79,95,181278,504
55,89,181278,474
69,80,181783,479
81,94,181783,509
60,88,181783,479
71,83,182293,479
83,97,182293,509
38,90,182293,479
69,80,182803,474
81,94,182803,504
45,88,182803,474
67,81,183308,474
79,95,183308,504
50,89,183308,1011
64,80,183813,476
76,94,183813,506
67,85,184324,511
79,99,184324,541
40,92,184324,1049
64,80,184866,477
76,94,184866,507
74,81,185374,1014
86,95,185374,1014
30,77,185374,1014
42,95,185374,1014
67,83,186389,1014
79,97,186389,1014
31,80,186389,479
43,97,186389,509
50,88,186899,474
55,89,187404,474
59,88,187909,476
67,85,188420,511
79,99,188420,541
36,83,188420,511
48,99,188420,541
64,80,188962,477
76,94,188962,507
55,88,188962,477
67,81,189470,474
79,95,189470,504
60,89,189470,1014
69,80,189975,479
81,94,189975,509
71,83,190485,509
83,97,190485,509
