note,velocity,position,duration
50,30,40560,240
54,36,40560,240
50,31,40800,240
54,37,40800,240
55,50,41040,720
43,21,41280,240
50,30,41280,240
50,27,41520,240
43,22,41520,240
50,25,41760,240
43,22,41760,240
50,24,42000,240
43,21,42000,240
50,22,42240,240
43,19,42240,240
62,37,42480,720
55,22,42720,240
59,26,42720,240
55,22,42960,240
59,26,42960,240
64,40,43200,720
55,24,43440,240
59,28,43440,240
55,24,43680,240
59,28,43680,240
64,46,43920,720
54,21,44160,240
57,24,44160,240
54,21,44400,240
57,24,44400,240
62,37,44640,720
54,22,44880,240
57,26,44880,240
54,18,45120,240
57,22,45120,240
62,37,45360,720
52,17,45600,240
55,20,45600,240
52,17,45840,240
55,20,45840,240
60,40,46080,480
52,19,46320,480
55,22,46320,480
62,28,46560,240
60,46,46800,720
51,16,47040,240
54,19,47040,240
51,16,47280,240
54,19,47280,240
59,37,47520,720
51,22,47760,240
54,26,47760,240
51,18,48000,240
54,22,48000,240
59,37,48240,720
50,22,48480,240
55,26,48480,240
50,22,48720,240
55,26,48720,240
55,40,48960,720
47,24,49200,240
50,28,49200,240
47,24,49440,240
50,28,49440,240
57,49,49680,720
55,31,49920,240
48,26,49920,240
55,31,50160,240
48,26,50160,240
60,54,50400,720
55,38,50640,240
51,32,50640,240
55,38,50880,240
51,32,50880,240
59,51,51120,720
55,37,51360,240
50,31,51360,240
55,37,51600,240
50,31,51600,240
57,50,51840,720
50,30,52080,240
54,36,52080,240
50,31,52320,240
54,37,52320,240
55,50,52560,720
43,21,52800,240
50,30,52800,240
50,27,53040,240
43,22,53040,240
39,66,53280,720
51,79,53280,720
38,63,54000,720
50,74,54000,720
36,69,54720,720
48,81,54720,720
34,69,55440,720
46,81,55440,720
39,63,56160,720
51,74,56160,720
50,46,57120,240
38,39,57120,240
50,40,57360,240
38,34,57360,240
38,33,57840,240
50,39,57840,240
38,28,58080,240
50,33,58080,240
62,34,58560,240
58,28,58560,240
62,25,58800,240
58,21,58800,240
55,37,59040,720
58,26,59280,180
62,31,59280,180
58,26,59520,180
62,31,59520,180
55,37,59760,720
57,26,60000,180
60,26,60000,180
63,31,60000,180
57,26,60240,180
60,26,60240,180
63,31,60240,180
54,37,60480,720
60,26,60720,180
62,31,60720,180
60,26,60960,180
62,31,60960,180
55,37,61200,720
62,31,61440,180
58,26,61440,180
58,26,61680,180
62,31,61680,180
46,37,61920,720
50,26,62160,180
55,31,62160,180
50,26,62400,180
55,31,62400,180
48,37,62640,720
55,26,62880,180
57,31,62880,180
55,26,63120,180
57,31,63120,180
55,37,63360,720
54,26,63600,180
60,31,63600,180
54,26,63840,180
60,31,63840,180
55,37,64080,720
62,31,64320,180
58,26,64320,180
58,26,64560,180
62,31,64560,180
55,37,64800,720
58,26,65040,180
62,31,65040,180
58,26,65280,180
62,31,65280,180
55,37,65520,720
57,26,65760,180
60,26,65760,180
63,31,65760,180
57,26,66000,180
60,26,66000,180
63,31,66000,180
54,37,66240,720
60,26,66480,180
62,31,66480,180
60,26,66720,180
62,31,66720,180
55,37,66960,720
62,31,67200,180
58,26,67200,180
58,26,67440,180
62,31,67440,180
46,37,67680,720
50,26,67920,180
55,31,67920,180
50,26,68160,180
55,31,68160,180
48,37,68400,720
55,26,68640,180
57,31,68640,180
55,26,68880,180
57,31,68880,180
55,37,69120,720
54,26,69360,180
60,31,69360,180
54,26,69600,180
60,31,69600,180
55,37,69840,720
62,31,70080,180
58,26,70080,180
58,26,70320,180
62,31,70320,180
50,37,70560,720
53,26,70800,180
58,31,70800,180
53,26,71040,180
58,31,71040,180
48,37,71280,720
55,26,71520,180
58,31,71520,180
55,26,71760,180
58,31,71760,180
41,37,72000,720
53,26,72240,180
57,31,72240,180
53,26,72480,180
57,31,72480,180
46,37,72720,720
58,31,72960,180
53,26,72960,180
53,26,73200,180
58,31,73200,180
46,37,73440,720
50,26,73680,180
55,31,73680,180
50,26,73920,180
55,31,73920,180
45,37,74160,720
51,26,74400,180
55,31,74400,180
51,26,74640,180
55,31,74640,180
38,37,74880,240
50,26,75120,180
54,31,75120,180
50,26,75360,180
54,31,75360,180
43,37,75600,720
55,31,75840,180
50,26,75840,180
50,26,76080,180
55,31,76080,180
39,33,76320,120
51,40,76320,120
50,42,76560,120
38,34,76560,120
51,46,76800,120
39,38,76800,120
36,36,77040,120
48,44,77040,120
47,46,77280,120
35,37,77280,120
36,33,77520,120
48,37,77520,120
38,40,77760,120
50,49,77760,120
49,50,78000,120
37,42,78000,120
50,55,78240,120
38,44,78240,120
34,46,78480,120
46,55,78480,120
45,57,78720,120
33,47,78720,120
34,40,78960,120
46,47,78960,120
36,46,79200,120
48,56,79200,120
47,57,79440,120
35,48,79440,120
48,62,79680,120
36,50,79680,120
39,50,79920,120
51,60,79920,120
50,62,80160,120
38,52,80160,120
51,68,80400,120
39,56,80400,120
38,49,80640,120
50,58,80640,120
37,48,80880,120
49,57,80880,120
38,57,81120,120
50,67,81120,120
55,80,81360,120
43,67,81360,120
55,78,81600,120
50,65,81600,120
43,65,81600,120
